   9.95e+17   9.24e+17   7.11e+16   1.00e+02
   9.95e+17   9.24e+17   1.42e+17   1.00e+02
   9.95e+17   9.95e+17   0.00e+00   1.00e+02
   9.95e+17   9.95e+17   7.11e+16   1.00e+02
   9.95e+17   9.95e+17   1.42e+17   1.00e+02
   9.95e+17   1.07e+18   0.00e+00   1.00e+02
   9.95e+17   1.07e+18   7.11e+16   1.00e+02
   9.95e+17   1.07e+18   1.42e+17   0.00e+00
   9.95e+17   1.14e+18   0.00e+00   0.00e+00
   9.95e+17   1.14e+18   7.11e+16   0.00e+00
   9.95e+17   1.14e+18   1.42e+17   0.00e+00
   9.95e+17   1.21e+18   0.00e+00   0.00e+00
   9.95e+17   1.21e+18   7.11e+16   0.00e+00
   9.95e+17   1.21e+18   1.42e+17   0.00e+00
   9.95e+17   1.28e+18   0.00e+00   0.00e+00
   9.95e+17   1.28e+18   7.11e+16   0.00e+00
   9.95e+17   1.28e+18   1.42e+17   0.00e+00
   9.95e+17   1.35e+18   0.00e+00   0.00e+00
   9.95e+17   1.35e+18   7.11e+16   0.00e+00
   9.95e+17   1.35e+18   1.42e+17   0.00e+00
   9.95e+17   1.42e+18   0.00e+00   0.00e+00
   9.95e+17   1.42e+18   7.11e+16   0.00e+00
   9.95e+17   1.42e+18   1.42e+17   0.00e+00
   9.95e+17   1.49e+18   0.00e+00   0.00e+00
   9.95e+17   1.49e+18   7.11e+16   0.00e+00
   9.95e+17   1.49e+18   1.42e+17   0.00e+00
   1.07e+18   0.00e+00   0.00e+00   1.00e+02
   1.07e+18   0.00e+00   7.11e+16   1.00e+02
   1.07e+18   0.00e+00   1.42e+17   0.00e+00
   1.07e+18   7.11e+16   0.00e+00   1.00e+02
   1.07e+18   7.11e+16   7.11e+16   1.00e+02
   1.07e+18   7.11e+16   1.42e+17   0.00e+00
   1.07e+18   1.42e+17   0.00e+00   1.00e+02
   1.07e+18   1.42e+17   7.11e+16   1.00e+02
   1.07e+18   1.42e+17   1.42e+17   0.00e+00
   1.07e+18   2.13e+17   0.00e+00   1.00e+02
   1.07e+18   2.13e+17   7.11e+16   1.00e+02
   1.07e+18   2.13e+17   1.42e+17   1.00e+02
   1.07e+18   2.84e+17   0.00e+00   1.00e+02
   1.07e+18   2.84e+17   7.11e+16   1.00e+02
   1.07e+18   2.84e+17   1.42e+17   1.00e+02
   1.07e+18   3.55e+17   0.00e+00   1.00e+02
   1.07e+18   3.55e+17   7.11e+16   1.00e+02
   1.07e+18   3.55e+17   1.42e+17   1.00e+02
   1.07e+18   4.26e+17   0.00e+00   1.00e+02
   1.07e+18   4.26e+17   7.11e+16   1.00e+02
   1.07e+18   4.26e+17   1.42e+17   1.00e+02
   1.07e+18   4.97e+17   0.00e+00   1.00e+02
   1.07e+18   4.97e+17   7.11e+16   1.00e+02
   1.07e+18   4.97e+17   1.42e+17   1.00e+02
   1.07e+18   5.69e+17   0.00e+00   1.00e+02
   1.07e+18   5.69e+17   7.11e+16   1.00e+02
   1.07e+18   5.69e+17   1.42e+17   1.00e+02
   1.07e+18   6.40e+17   0.00e+00   1.00e+02
   1.07e+18   6.40e+17   7.11e+16   1.00e+02
   1.07e+18   6.40e+17   1.42e+17   1.00e+02
   1.07e+18   7.11e+17   0.00e+00   1.00e+02
   1.07e+18   7.11e+17   7.11e+16   1.00e+02
   1.07e+18   7.11e+17   1.42e+17   1.00e+02
   1.07e+18   7.82e+17   0.00e+00   1.00e+02
   1.07e+18   7.82e+17   7.11e+16   1.00e+02
   1.07e+18   7.82e+17   1.42e+17   1.00e+02
   1.07e+18   8.53e+17   0.00e+00   1.00e+02
   1.07e+18   8.53e+17   7.11e+16   1.00e+02
   1.07e+18   8.53e+17   1.42e+17   1.00e+02
   1.07e+18   9.24e+17   0.00e+00   1.00e+02
   1.07e+18   9.24e+17   7.11e+16   1.00e+02
   1.07e+18   9.24e+17   1.42e+17   1.00e+02
   1.07e+18   9.95e+17   0.00e+00   1.00e+02
   1.07e+18   9.95e+17   7.11e+16   1.00e+02
   1.07e+18   9.95e+17   1.42e+17   0.00e+00
   1.07e+18   1.07e+18   0.00e+00   0.00e+00
   1.07e+18   1.07e+18   7.11e+16   0.00e+00
   1.07e+18   1.07e+18   1.42e+17   0.00e+00
   1.07e+18   1.14e+18   0.00e+00   0.00e+00
   1.07e+18   1.14e+18   7.11e+16   0.00e+00
   1.07e+18   1.14e+18   1.42e+17   0.00e+00
   1.07e+18   1.21e+18   0.00e+00   0.00e+00
   1.07e+18   1.21e+18   7.11e+16   0.00e+00
   1.07e+18   1.21e+18   1.42e+17   0.00e+00
   1.07e+18   1.28e+18   0.00e+00   0.00e+00
   1.07e+18   1.28e+18   7.11e+16   0.00e+00
   1.07e+18   1.28e+18   1.42e+17   0.00e+00
   1.07e+18   1.35e+18   0.00e+00   0.00e+00
   1.07e+18   1.35e+18   7.11e+16   0.00e+00
   1.07e+18   1.35e+18   1.42e+17   0.00e+00
   1.07e+18   1.42e+18   0.00e+00   0.00e+00
   1.07e+18   1.42e+18   7.11e+16   0.00e+00
   1.07e+18   1.42e+18   1.42e+17   0.00e+00
   1.07e+18   1.49e+18   0.00e+00   0.00e+00
   1.07e+18   1.49e+18   7.11e+16   0.00e+00
   1.07e+18   1.49e+18   1.42e+17   0.00e+00
   1.14e+18   0.00e+00   0.00e+00   1.00e+02
   1.14e+18   0.00e+00   7.11e+16   1.00e+02
   1.14e+18   0.00e+00   1.42e+17   1.00e+02
   1.14e+18   7.11e+16   0.00e+00   1.00e+02
   1.14e+18   7.11e+16   7.11e+16   1.00e+02
   1.14e+18   7.11e+16   1.42e+17   1.00e+02
   1.14e+18   1.42e+17   0.00e+00   1.00e+02
   1.14e+18   1.42e+17   7.11e+16   1.00e+02
   1.14e+18   1.42e+17   1.42e+17   1.00e+02
   1.14e+18   2.13e+17   0.00e+00   1.00e+02
   1.14e+18   2.13e+17   7.11e+16   1.00e+02
   1.14e+18   2.13e+17   1.42e+17   1.00e+02
   1.14e+18   2.84e+17   0.00e+00   1.00e+02
   1.14e+18   2.84e+17   7.11e+16   1.00e+02
   1.14e+18   2.84e+17   1.42e+17   1.00e+02
   1.14e+18   3.55e+17   0.00e+00   1.00e+02
   1.14e+18   3.55e+17   7.11e+16   1.00e+02
   1.14e+18   3.55e+17   1.42e+17   1.00e+02
   1.14e+18   4.26e+17   0.00e+00   1.00e+02
   1.14e+18   4.26e+17   7.11e+16   1.00e+02
   1.14e+18   4.26e+17   1.42e+17   1.00e+02
   1.14e+18   4.97e+17   0.00e+00   1.00e+02
   1.14e+18   4.97e+17   7.11e+16   1.00e+02
   1.14e+18   4.97e+17   1.42e+17   1.00e+02
   1.14e+18   5.69e+17   0.00e+00   1.00e+02
   1.14e+18   5.69e+17   7.11e+16   1.00e+02
   1.14e+18   5.69e+17   1.42e+17   1.00e+02
   1.14e+18   6.40e+17   0.00e+00   1.00e+02
   1.14e+18   6.40e+17   7.11e+16   1.00e+02
   1.14e+18   6.40e+17   1.42e+17   1.00e+02
   1.14e+18   7.11e+17   0.00e+00   1.00e+02
   1.14e+18   7.11e+17   7.11e+16   1.00e+02
   1.14e+18   7.11e+17   1.42e+17   1.00e+02
   1.14e+18   7.82e+17   0.00e+00   1.00e+02
   1.14e+18   7.82e+17   7.11e+16   1.00e+02
   1.14e+18   7.82e+17   1.42e+17   1.00e+02
   1.14e+18   8.53e+17   0.00e+00   1.00e+02
   1.14e+18   8.53e+17   7.11e+16   1.00e+02
   1.14e+18   8.53e+17   1.42e+17   1.00e+02
   1.14e+18   9.24e+17   0.00e+00   1.00e+02
   1.14e+18   9.24e+17   7.11e+16   1.00e+02
   1.14e+18   9.24e+17   1.42e+17   0.00e+00
   1.14e+18   9.95e+17   0.00e+00   0.00e+00
   1.14e+18   9.95e+17   7.11e+16   0.00e+00
   1.14e+18   9.95e+17   1.42e+17   0.00e+00
   1.14e+18   1.07e+18   0.00e+00   0.00e+00
   1.14e+18   1.07e+18   7.11e+16   0.00e+00
   1.14e+18   1.07e+18   1.42e+17   0.00e+00
   1.14e+18   1.14e+18   0.00e+00   0.00e+00
   1.14e+18   1.14e+18   7.11e+16   0.00e+00
   1.14e+18   1.14e+18   1.42e+17   0.00e+00
   1.14e+18   1.21e+18   0.00e+00   0.00e+00
   1.14e+18   1.21e+18   7.11e+16   0.00e+00
   1.14e+18   1.21e+18   1.42e+17   0.00e+00
   1.14e+18   1.28e+18   0.00e+00   0.00e+00
   1.14e+18   1.28e+18   7.11e+16   0.00e+00
   1.14e+18   1.28e+18   1.42e+17   0.00e+00
   1.14e+18   1.35e+18   0.00e+00   0.00e+00
   1.14e+18   1.35e+18   7.11e+16   0.00e+00
   1.14e+18   1.35e+18   1.42e+17   0.00e+00
   1.14e+18   1.42e+18   0.00e+00   0.00e+00
   1.14e+18   1.42e+18   7.11e+16   0.00e+00
   1.14e+18   1.42e+18   1.42e+17   0.00e+00
   1.14e+18   1.49e+18   0.00e+00   0.00e+00
   1.14e+18   1.49e+18   7.11e+16   0.00e+00
   1.14e+18   1.49e+18   1.42e+17   0.00e+00
   1.21e+18   0.00e+00   0.00e+00   1.00e+02
   1.21e+18   0.00e+00   7.11e+16   1.00e+02
   1.21e+18   0.00e+00   1.42e+17   1.00e+02
   1.21e+18   7.11e+16   0.00e+00   1.00e+02
   1.21e+18   7.11e+16   7.11e+16   1.00e+02
   1.21e+18   7.11e+16   1.42e+17   1.00e+02
   1.21e+18   1.42e+17   0.00e+00   1.00e+02
   1.21e+18   1.42e+17   7.11e+16   1.00e+02
   1.21e+18   1.42e+17   1.42e+17   1.00e+02
   1.21e+18   2.13e+17   0.00e+00   1.00e+02
   1.21e+18   2.13e+17   7.11e+16   1.00e+02
   1.21e+18   2.13e+17   1.42e+17   1.00e+02
   1.21e+18   2.84e+17   0.00e+00   1.00e+02
   1.21e+18   2.84e+17   7.11e+16   1.00e+02
   1.21e+18   2.84e+17   1.42e+17   1.00e+02
   1.21e+18   3.55e+17   0.00e+00   1.00e+02
   1.21e+18   3.55e+17   7.11e+16   1.00e+02
   1.21e+18   3.55e+17   1.42e+17   1.00e+02
   1.21e+18   4.26e+17   0.00e+00   1.00e+02
   1.21e+18   4.26e+17   7.11e+16   1.00e+02
   1.21e+18   4.26e+17   1.42e+17   1.00e+02
   1.21e+18   4.97e+17   0.00e+00   1.00e+02
   1.21e+18   4.97e+17   7.11e+16   1.00e+02
   1.21e+18   4.97e+17   1.42e+17   1.00e+02
   1.21e+18   5.69e+17   0.00e+00   1.00e+02
   1.21e+18   5.69e+17   7.11e+16   1.00e+02
   1.21e+18   5.69e+17   1.42e+17   1.00e+02
   1.21e+18   6.40e+17   0.00e+00   1.00e+02
   1.21e+18   6.40e+17   7.11e+16   1.00e+02
   1.21e+18   6.40e+17   1.42e+17   1.00e+02
   1.21e+18   7.11e+17   0.00e+00   1.00e+02
   1.21e+18   7.11e+17   7.11e+16   1.00e+02
   1.21e+18   7.11e+17   1.42e+17   1.00e+02
   1.21e+18   7.82e+17   0.00e+00   1.00e+02
   1.21e+18   7.82e+17   7.11e+16   1.00e+02
   1.21e+18   7.82e+17   1.42e+17   0.00e+00
   1.21e+18   8.53e+17   0.00e+00   1.00e+02
   1.21e+18   8.53e+17   7.11e+16   0.00e+00
   1.21e+18   8.53e+17   1.42e+17   0.00e+00
   1.21e+18   9.24e+17   0.00e+00   0.00e+00
   1.21e+18   9.24e+17   7.11e+16   0.00e+00
   1.21e+18   9.24e+17   1.42e+17   0.00e+00
   1.21e+18   9.95e+17   0.00e+00   0.00e+00
   1.21e+18   9.95e+17   7.11e+16   0.00e+00
   1.21e+18   9.95e+17   1.42e+17   0.00e+00
   1.21e+18   1.07e+18   0.00e+00   0.00e+00
   1.21e+18   1.07e+18   7.11e+16   0.00e+00
   1.21e+18   1.07e+18   1.42e+17   0.00e+00
   1.21e+18   1.14e+18   0.00e+00   0.00e+00
   1.21e+18   1.14e+18   7.11e+16   0.00e+00
   1.21e+18   1.14e+18   1.42e+17   0.00e+00
   1.21e+18   1.21e+18   0.00e+00   0.00e+00
   1.21e+18   1.21e+18   7.11e+16   0.00e+00
   1.21e+18   1.21e+18   1.42e+17   0.00e+00
   1.21e+18   1.28e+18   0.00e+00   0.00e+00
   1.21e+18   1.28e+18   7.11e+16   0.00e+00
   1.21e+18   1.28e+18   1.42e+17   0.00e+00
   1.21e+18   1.35e+18   0.00e+00   0.00e+00
   1.21e+18   1.35e+18   7.11e+16   0.00e+00
   1.21e+18   1.35e+18   1.42e+17   0.00e+00
   1.21e+18   1.42e+18   0.00e+00   0.00e+00
   1.21e+18   1.42e+18   7.11e+16   0.00e+00
   1.21e+18   1.42e+18   1.42e+17   0.00e+00
   1.21e+18   1.49e+18   0.00e+00   0.00e+00
   1.21e+18   1.49e+18   7.11e+16   0.00e+00
   1.21e+18   1.49e+18   1.42e+17   0.00e+00
   1.28e+18   0.00e+00   0.00e+00   1.00e+02
   1.28e+18   0.00e+00   7.11e+16   1.00e+02
   1.28e+18   0.00e+00   1.42e+17   1.00e+02
   1.28e+18   7.11e+16   0.00e+00   1.00e+02
   1.28e+18   7.11e+16   7.11e+16   1.00e+02
   1.28e+18   7.11e+16   1.42e+17   1.00e+02
   1.28e+18   1.42e+17   0.00e+00   1.00e+02
   1.28e+18   1.42e+17   7.11e+16   1.00e+02
   1.28e+18   1.42e+17   1.42e+17   1.00e+02
   1.28e+18   2.13e+17   0.00e+00   1.00e+02
   1.28e+18   2.13e+17   7.11e+16   1.00e+02
   1.28e+18   2.13e+17   1.42e+17   1.00e+02
   1.28e+18   2.84e+17   0.00e+00   1.00e+02
   1.28e+18   2.84e+17   7.11e+16   1.00e+02
   1.28e+18   2.84e+17   1.42e+17   1.00e+02
   1.28e+18   3.55e+17   0.00e+00   1.00e+02
   1.28e+18   3.55e+17   7.11e+16   1.00e+02
   1.28e+18   3.55e+17   1.42e+17   1.00e+02
   1.28e+18   4.26e+17   0.00e+00   1.00e+02
   1.28e+18   4.26e+17   7.11e+16   1.00e+02
   1.28e+18   4.26e+17   1.42e+17   1.00e+02
   1.28e+18   4.97e+17   0.00e+00   1.00e+02
   1.28e+18   4.97e+17   7.11e+16   1.00e+02
   1.28e+18   4.97e+17   1.42e+17   1.00e+02
   1.28e+18   5.69e+17   0.00e+00   1.00e+02
   1.28e+18   5.69e+17   7.11e+16   1.00e+02
   1.28e+18   5.69e+17   1.42e+17   1.00e+02
   1.28e+18   6.40e+17   0.00e+00   1.00e+02
   1.28e+18   6.40e+17   7.11e+16   1.00e+02
   1.28e+18   6.40e+17   1.42e+17   0.00e+00
   1.28e+18   7.11e+17   0.00e+00   1.00e+02
   1.28e+18   7.11e+17   7.11e+16   1.00e+02
   1.28e+18   7.11e+17   1.42e+17   0.00e+00
   1.28e+18   7.82e+17   0.00e+00   0.00e+00
   1.28e+18   7.82e+17   7.11e+16   0.00e+00
   1.28e+18   7.82e+17   1.42e+17   0.00e+00
   1.28e+18   8.53e+17   0.00e+00   0.00e+00
   1.28e+18   8.53e+17   7.11e+16   0.00e+00
   1.28e+18   8.53e+17   1.42e+17   0.00e+00
   1.28e+18   9.24e+17   0.00e+00   0.00e+00
   1.28e+18   9.24e+17   7.11e+16   0.00e+00
   1.28e+18   9.24e+17   1.42e+17   0.00e+00
   1.28e+18   9.95e+17   0.00e+00   0.00e+00
   1.28e+18   9.95e+17   7.11e+16   0.00e+00
   1.28e+18   9.95e+17   1.42e+17   0.00e+00
   1.28e+18   1.07e+18   0.00e+00   0.00e+00
   1.28e+18   1.07e+18   7.11e+16   0.00e+00
   1.28e+18   1.07e+18   1.42e+17   0.00e+00
   1.28e+18   1.14e+18   0.00e+00   0.00e+00
   1.28e+18   1.14e+18   7.11e+16   0.00e+00
   1.28e+18   1.14e+18   1.42e+17   0.00e+00
   1.28e+18   1.21e+18   0.00e+00   0.00e+00
   1.28e+18   1.21e+18   7.11e+16   0.00e+00
   1.28e+18   1.21e+18   1.42e+17   0.00e+00
   1.28e+18   1.28e+18   0.00e+00   0.00e+00
   1.28e+18   1.28e+18   7.11e+16   0.00e+00
   1.28e+18   1.28e+18   1.42e+17   0.00e+00
   1.28e+18   1.35e+18   0.00e+00   0.00e+00
   1.28e+18   1.35e+18   7.11e+16   0.00e+00
   1.28e+18   1.35e+18   1.42e+17   0.00e+00
   1.28e+18   1.42e+18   0.00e+00   0.00e+00
   1.28e+18   1.42e+18   7.11e+16   0.00e+00
   1.28e+18   1.42e+18   1.42e+17   0.00e+00
   1.28e+18   1.49e+18   0.00e+00   0.00e+00
   1.28e+18   1.49e+18   7.11e+16   0.00e+00
   1.28e+18   1.49e+18   1.42e+17   0.00e+00
   1.35e+18   0.00e+00   0.00e+00   1.00e+02
   1.35e+18   0.00e+00   7.11e+16   1.00e+02
   1.35e+18   0.00e+00   1.42e+17   1.00e+02
   1.35e+18   7.11e+16   0.00e+00   1.00e+02
   1.35e+18   7.11e+16   7.11e+16   1.00e+02
   1.35e+18   7.11e+16   1.42e+17   1.00e+02
   1.35e+18   1.42e+17   0.00e+00   1.00e+02
   1.35e+18   1.42e+17   7.11e+16   1.00e+02
   1.35e+18   1.42e+17   1.42e+17   1.00e+02
   1.35e+18   2.13e+17   0.00e+00   1.00e+02
   1.35e+18   2.13e+17   7.11e+16   1.00e+02
   1.35e+18   2.13e+17   1.42e+17   1.00e+02
   1.35e+18   2.84e+17   0.00e+00   1.00e+02
   1.35e+18   2.84e+17   7.11e+16   1.00e+02
   1.35e+18   2.84e+17   1.42e+17   1.00e+02
   1.35e+18   3.55e+17   0.00e+00   1.00e+02
   1.35e+18   3.55e+17   7.11e+16   1.00e+02
   1.35e+18   3.55e+17   1.42e+17   1.00e+02
   1.35e+18   4.26e+17   0.00e+00   1.00e+02
   1.35e+18   4.26e+17   7.11e+16   1.00e+02
   1.35e+18   4.26e+17   1.42e+17   1.00e+02
   1.35e+18   4.97e+17   0.00e+00   1.00e+02
   1.35e+18   4.97e+17   7.11e+16   1.00e+02
   1.35e+18   4.97e+17   1.42e+17   0.00e+00
   1.35e+18   5.69e+17   0.00e+00   1.00e+02
   1.35e+18   5.69e+17   7.11e+16   1.00e+02
   1.35e+18   5.69e+17   1.42e+17   0.00e+00
   1.35e+18   6.40e+17   0.00e+00   0.00e+00
   1.35e+18   6.40e+17   7.11e+16   0.00e+00
   1.35e+18   6.40e+17   1.42e+17   0.00e+00
   1.35e+18   7.11e+17   0.00e+00   0.00e+00
   1.35e+18   7.11e+17   7.11e+16   0.00e+00
   1.35e+18   7.11e+17   1.42e+17   0.00e+00
   1.35e+18   7.82e+17   0.00e+00   0.00e+00
   1.35e+18   7.82e+17   7.11e+16   0.00e+00
   1.35e+18   7.82e+17   1.42e+17   0.00e+00
   1.35e+18   8.53e+17   0.00e+00   0.00e+00
   1.35e+18   8.53e+17   7.11e+16   0.00e+00
   1.35e+18   8.53e+17   1.42e+17   0.00e+00
   1.35e+18   9.24e+17   0.00e+00   0.00e+00
   1.35e+18   9.24e+17   7.11e+16   0.00e+00
   1.35e+18   9.24e+17   1.42e+17   0.00e+00
   1.35e+18   9.95e+17   0.00e+00   0.00e+00
   1.35e+18   9.95e+17   7.11e+16   0.00e+00
   1.35e+18   9.95e+17   1.42e+17   0.00e+00
   1.35e+18   1.07e+18   0.00e+00   0.00e+00
   1.35e+18   1.07e+18   7.11e+16   0.00e+00
   1.35e+18   1.07e+18   1.42e+17   0.00e+00
   1.35e+18   1.14e+18   0.00e+00   0.00e+00
   1.35e+18   1.14e+18   7.11e+16   0.00e+00
   1.35e+18   1.14e+18   1.42e+17   0.00e+00
   1.35e+18   1.21e+18   0.00e+00   0.00e+00
   1.35e+18   1.21e+18   7.11e+16   0.00e+00
   1.35e+18   1.21e+18   1.42e+17   0.00e+00
   1.35e+18   1.28e+18   0.00e+00   0.00e+00
   1.35e+18   1.28e+18   7.11e+16   0.00e+00
   1.35e+18   1.28e+18   1.42e+17   0.00e+00
   1.35e+18   1.35e+18   0.00e+00   0.00e+00
   1.35e+18   1.35e+18   7.11e+16   0.00e+00
   1.35e+18   1.35e+18   1.42e+17   0.00e+00
   1.35e+18   1.42e+18   0.00e+00   0.00e+00
   1.35e+18   1.42e+18   7.11e+16   0.00e+00
   1.35e+18   1.42e+18   1.42e+17   0.00e+00
   1.35e+18   1.49e+18   0.00e+00   0.00e+00
   1.35e+18   1.49e+18   7.11e+16   0.00e+00
   1.35e+18   1.49e+18   1.42e+17   0.00e+00
   1.42e+18   0.00e+00   0.00e+00   1.00e+02
   1.42e+18   0.00e+00   7.11e+16   1.00e+02
   1.42e+18   0.00e+00   1.42e+17   1.00e+02
   1.42e+18   7.11e+16   0.00e+00   1.00e+02
   1.42e+18   7.11e+16   7.11e+16   1.00e+02
   1.42e+18   7.11e+16   1.42e+17   1.00e+02
   1.42e+18   1.42e+17   0.00e+00   1.00e+02
   1.42e+18   1.42e+17   7.11e+16   1.00e+02
   1.42e+18   1.42e+17   1.42e+17   1.00e+02
   1.42e+18   2.13e+17   0.00e+00   1.00e+02
   1.42e+18   2.13e+17   7.11e+16   1.00e+02
   1.42e+18   2.13e+17   1.42e+17   0.00e+00
   1.42e+18   2.84e+17   0.00e+00   1.00e+02
   1.42e+18   2.84e+17   7.11e+16   1.00e+02
   1.42e+18   2.84e+17   1.42e+17   0.00e+00
   1.42e+18   3.55e+17   0.00e+00   1.00e+02
   1.42e+18   3.55e+17   7.11e+16   1.00e+02
   1.42e+18   3.55e+17   1.42e+17   0.00e+00
   1.42e+18   4.26e+17   0.00e+00   0.00e+00
   1.42e+18   4.26e+17   7.11e+16   0.00e+00
   1.42e+18   4.26e+17   1.42e+17   0.00e+00
   1.42e+18   4.97e+17   0.00e+00   0.00e+00
   1.42e+18   4.97e+17   7.11e+16   0.00e+00
   1.42e+18   4.97e+17   1.42e+17   0.00e+00
   1.42e+18   5.69e+17   0.00e+00   0.00e+00
   1.42e+18   5.69e+17   7.11e+16   0.00e+00
   1.42e+18   5.69e+17   1.42e+17   0.00e+00
   1.42e+18   6.40e+17   0.00e+00   0.00e+00
   1.42e+18   6.40e+17   7.11e+16   0.00e+00
   1.42e+18   6.40e+17   1.42e+17   0.00e+00
   1.42e+18   7.11e+17   0.00e+00   0.00e+00
   1.42e+18   7.11e+17   7.11e+16   0.00e+00
   1.42e+18   7.11e+17   1.42e+17   0.00e+00
   1.42e+18   7.82e+17   0.00e+00   0.00e+00
   1.42e+18   7.82e+17   7.11e+16   0.00e+00
   1.42e+18   7.82e+17   1.42e+17   0.00e+00
   1.42e+18   8.53e+17   0.00e+00   0.00e+00
   1.42e+18   8.53e+17   7.11e+16   0.00e+00
   1.42e+18   8.53e+17   1.42e+17   0.00e+00
   1.42e+18   9.24e+17   0.00e+00   0.00e+00
   1.42e+18   9.24e+17   7.11e+16   0.00e+00
   1.42e+18   9.24e+17   1.42e+17   0.00e+00
   1.42e+18   9.95e+17   0.00e+00   0.00e+00
   1.42e+18   9.95e+17   7.11e+16   0.00e+00
   1.42e+18   9.95e+17   1.42e+17   0.00e+00
   1.42e+18   1.07e+18   0.00e+00   0.00e+00
   1.42e+18   1.07e+18   7.11e+16   0.00e+00
   1.42e+18   1.07e+18   1.42e+17   0.00e+00
   1.42e+18   1.14e+18   0.00e+00   0.00e+00
   1.42e+18   1.14e+18   7.11e+16   0.00e+00
   1.42e+18   1.14e+18   1.42e+17   0.00e+00
   1.42e+18   1.21e+18   0.00e+00   0.00e+00
   1.42e+18   1.21e+18   7.11e+16   0.00e+00
   1.42e+18   1.21e+18   1.42e+17   0.00e+00
   1.42e+18   1.28e+18   0.00e+00   0.00e+00
   1.42e+18   1.28e+18   7.11e+16   0.00e+00
   1.42e+18   1.28e+18   1.42e+17   0.00e+00
   1.42e+18   1.35e+18   0.00e+00   0.00e+00
   1.42e+18   1.35e+18   7.11e+16   0.00e+00
   1.42e+18   1.35e+18   1.42e+17   0.00e+00
   1.42e+18   1.42e+18   0.00e+00   0.00e+00
   1.42e+18   1.42e+18   7.11e+16   0.00e+00
   1.42e+18   1.42e+18   1.42e+17   0.00e+00
   1.42e+18   1.49e+18   0.00e+00   0.00e+00
   1.42e+18   1.49e+18   7.11e+16   0.00e+00
   1.42e+18   1.49e+18   1.42e+17   0.00e+00
   1.49e+18   0.00e+00   0.00e+00   0.00e+00
   1.49e+18   0.00e+00   7.11e+16   0.00e+00
   1.49e+18   0.00e+00   1.42e+17   0.00e+00
   1.49e+18   7.11e+16   0.00e+00   0.00e+00
   1.49e+18   7.11e+16   7.11e+16   0.00e+00
   1.49e+18   7.11e+16   1.42e+17   0.00e+00
   1.49e+18   1.42e+17   0.00e+00   0.00e+00
   1.49e+18   1.42e+17   7.11e+16   0.00e+00
   1.49e+18   1.42e+17   1.42e+17   0.00e+00
   1.49e+18   2.13e+17   0.00e+00   0.00e+00
   1.49e+18   2.13e+17   7.11e+16   0.00e+00
   1.49e+18   2.13e+17   1.42e+17   0.00e+00
   1.49e+18   2.84e+17   0.00e+00   0.00e+00
   1.49e+18   2.84e+17   7.11e+16   0.00e+00
   1.49e+18   2.84e+17   1.42e+17   0.00e+00
   1.49e+18   3.55e+17   0.00e+00   0.00e+00
   1.49e+18   3.55e+17   7.11e+16   0.00e+00
   1.49e+18   3.55e+17   1.42e+17   0.00e+00
   1.49e+18   4.26e+17   0.00e+00   0.00e+00
   1.49e+18   4.26e+17   7.11e+16   0.00e+00
   1.49e+18   4.26e+17   1.42e+17   0.00e+00
   1.49e+18   4.97e+17   0.00e+00   0.00e+00
   1.49e+18   4.97e+17   7.11e+16   0.00e+00
   1.49e+18   4.97e+17   1.42e+17   0.00e+00
   1.49e+18   5.69e+17   0.00e+00   0.00e+00
   1.49e+18   5.69e+17   7.11e+16   0.00e+00
   1.49e+18   5.69e+17   1.42e+17   0.00e+00
   1.49e+18   6.40e+17   0.00e+00   0.00e+00
   1.49e+18   6.40e+17   7.11e+16   0.00e+00
   1.49e+18   6.40e+17   1.42e+17   0.00e+00
   1.49e+18   7.11e+17   0.00e+00   0.00e+00
   1.49e+18   7.11e+17   7.11e+16   0.00e+00
   1.49e+18   7.11e+17   1.42e+17   0.00e+00
   1.49e+18   7.82e+17   0.00e+00   0.00e+00
   1.49e+18   7.82e+17   7.11e+16   0.00e+00
   1.49e+18   7.82e+17   1.42e+17   0.00e+00
   1.49e+18   8.53e+17   0.00e+00   0.00e+00
   1.49e+18   8.53e+17   7.11e+16   0.00e+00
   1.49e+18   8.53e+17   1.42e+17   0.00e+00
   1.49e+18   9.24e+17   0.00e+00   0.00e+00
   1.49e+18   9.24e+17   7.11e+16   0.00e+00
   1.49e+18   9.24e+17   1.42e+17   0.00e+00
   1.49e+18   9.95e+17   0.00e+00   0.00e+00
   1.49e+18   9.95e+17   7.11e+16   0.00e+00
   1.49e+18   9.95e+17   1.42e+17   0.00e+00
   1.49e+18   1.07e+18   0.00e+00   0.00e+00
   1.49e+18   1.07e+18   7.11e+16   0.00e+00
   1.49e+18   1.07e+18   1.42e+17   0.00e+00
   1.49e+18   1.14e+18   0.00e+00   0.00e+00
   1.49e+18   1.14e+18   7.11e+16   0.00e+00
   1.49e+18   1.14e+18   1.42e+17   0.00e+00
   1.49e+18   1.21e+18   0.00e+00   0.00e+00
   1.49e+18   1.21e+18   7.11e+16   0.00e+00
   1.49e+18   1.21e+18   1.42e+17   0.00e+00
   1.49e+18   1.28e+18   0.00e+00   0.00e+00
   1.49e+18   1.28e+18   7.11e+16   0.00e+00
   1.49e+18   1.28e+18   1.42e+17   0.00e+00
   1.49e+18   1.35e+18   0.00e+00   0.00e+00
   1.49e+18   1.35e+18   7.11e+16   0.00e+00
   1.49e+18   1.35e+18   1.42e+17   0.00e+00
